Voie par ordre alpha des voies,Voie par ordre alpha des noms,Type de voie,Arrt de Lyon (actuel),Arrondissement ou commune d'origine,Validité,Création et modifications,Historique de la voie,Sources,Origine du nom de la voie,Tenant,Aboutissant,Thématiques,Domanialité,Code INSEE,Code FUV,Code FUV actu,Code FANTOIR
Place de l'Ancienne-Douane,Ancienne-Douane (place de l'),PLACE,5e,,Supprimée,Attestée de XVIIe siècle à 1902.,"A été aussi dénommée place de la Douane.
Se trouvait à l'emplacement actuel du Palais Bondy.
Il n'en reste que la face sud de la rue Louis-Carrand.
A été supprimée en 1902 lors de la création du conservatoire.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Siège de la Douane de Lyon aux XVIIe et XVIIIe siècles.,Quai de Bondy,,Douane,,,,,
Place de l'Église,Église (place de l'),PLACE,5e,,Supprimée,Attestée en 1827.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur de 1827 p.86.",Inconnue.,,,Religion,,,,,
Place des Graviers,Graviers (place des),PLACE,2e,,Supprimée,,,"Fiches préparatoires de Vanario.
40II fonds Louis Carriot",Inconnue.,,,,,,,,
Place devant la Gare,Gare (place devant la),PLACE,4e,,Supprimée,Attestée en 1955.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Liste des voies privées de 1955.",En référence à la gare de la Croix-Rousse.,Rue de Cuire,,TranSport en commun,,,,,
Place du Capitaine,Capitaine (place du),PLACE,3e,,Supprimée,Dénommée en 1866.,Place disparue.,"Délibération du Conseil municipal du 30 novembre 1866, p. 504.
Rues de Lyon à travers les siècles de Maurice Vanario (2002)","Julien Richard Vitton, fils de M. et Mme Richard Vitton (1838-1919). Capitaine des Mobiles, membre du Conseil général du Rhône, maire d'Azolette.",,,Urbanisme,,,,,
Place du Chapeau-Rouge,Chapeau-Rouge (place du),PLACE,4e,La Croix-Rousse,Supprimée,Attestée de 1842 à 1853.,Place devenue sans nom.,"3S/988.
Indicateurs de Lyon 1845 et 1853.",Du nom d'un logis figurant sur un plan de 1668.,,,Histoire locale,,,,,
Place du Clos-Riondel,Clos-Riondel (place du),PLACE,1er,,Supprimée,Attestée en 1853.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Louis Riondel, propriétaire du terrain, né en 1770 aux Chères (Rhône), décédé à Lyon le 18 mars 1831.",,,Histoire locale/Urbanisme/Personnalité,,,,,
Place du Gourguillon,Gourguillon (place du),PLACE,5e,,Supprimée,Attestée en 1680.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 77.","Viendrait d'une déformation du latin gurgulio qui signifiait gorge ou gargouille. Étymologie la plus vraisemblable, à cause des eaux qui dévalaient la colline.",,,Histoire locale/Vie quotidienne,,,,,
Place du Marché,Marché (place du),PLACE,6e,3e,Supprimée,Attestée entre 1852 et 1885.,"Située entre les rues de Sèze, Bossuet, Vendôme et de Saxe.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Marché des Brotteaux.,,,Commerce,,,,,
Place du Mont-Sauvage,Mont-Sauvage (place du) ,PLACE,1er,,Supprimée,,"Devait se situer près de la montée du Mont-Sauvage, actuelle montée Lieutenant-Allouche.",,Nom d'un lieu-dit.,,,Urbanisme/Histoire locale,,,,,
Place du Parc,Parc (place du),PLACE,3e,,Supprimée,Attestée en 1865.,Place non identifiée.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1C/702106",Inconnue.,,,,,,,,
Place du Petit-Paris,Petit-Paris (place du),PLACE,2e,,Supprimée,Attestée en 1745.,Se situait au bout de l'allée des Tillots vers la Charité.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Allée des Tillots,,,,,,,
Place du Plat,Plat (place du),PLACE,2e,,Supprimée,Attestée en 1591.,,"Fiches préparatoires de Vanario.
Manuscrit Vermorel, t. 4, p. 735.","On appelait le ""plat d'Ainay"" ce terrain parfaitement plat, qui appartenait à l'abbaye.",,,,,,,,
Place du Pont-Cotton,Pont-Cotton (place du),PLACE,9e,Saint-Rambert-l'Île-Barbe,Supprimée,Attestée en 1878.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Délibération du Conseil Municipal de Saint-Rambert du 8 décembre 1878.","Au 17e siècle, ou en 1734, l'architecte Cotton a construit un pont de bois qui permettait d'arriver à l'île Barbe.",,,Architecture/Pont,,,,,
Place Garon-Duret,Garon-Duret (place),PLACE,8e,7e,Supprimée,,,Fiches préparatoires de Vanario.,"La famille Garon était propriétaire de plusieurs terrains à l'ouest de la rue, la famille Duret possédait ceux de la partie est.",,,Urbanisme,,,,,
Place Jeanne-d'Arc,Jeanne-d'Arc (place),PLACE,3e,,Supprimée,Attestée seulement en 1868.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868.","Née le 6 janvier 1412 à Domrémy, elle est morte le 30 mai 1431 à Rouen. Chef de guerre et sainte de l'Église catholique.",Rue Jeanne-d'Arc,,Histoire militaire/Religion/Femme/Personnalité,,,,,
Place Jonas-Salk,Jonas-Salk (place),PLACE,7e,,Supprimée,Dénommée en 1987 et débaptisé en 1996.,,Délibération du Conseil municipal du 7 décembre 1987. Rues de Lyon à travers les siècles de Maurice Vanario (2002),Biologiste américain et inventeur du premier vaccin contre la poliomyélite. Né le 28 octobre 1914 à New York et mort le 23 juin 1995 à La Jolla.,,,Sciences et techniques/Biologie/Vaccination/Personnalité,,,,,
Place Konig,Konig (place),RUE,3e,,Supprimée,Attestée de 1868 à 1884.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Annuaire de 1868 à 1884.",Inconnue.,Route de Grenoble,Rue Lavoisier,,,,,,
Place Lamiral,Lamiral (place),PLACE,3e,,Supprimée,Attestée seulement en 1868.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Rue Bonnand,,,,,,,
Place Lavoisier,Lavoisier (place),PLACE,3e,,Supprimée,Attestée seulement en 1868.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Antoine-Laurent de Lavoisier, chimiste, né à Paris en 1743, guillotiné le 8 mai 1794.",,,Sciences et techniques/Chimie/Personnalité,,,,,
Place Macchabées,Macchabées (place),PLACE,5e,,Supprimée,,Nom donné à la place devant l'église Saint-Just.,,"En référence aux sept frères Macchabées,  martyrs.",,,Religion,,,,,
Place Martel-Ange,Martel-Ange (place),PLACE,3e,,Supprimée,Attestée seulement en 1868.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Rappelle sans doute Étienne Martellange, jésuite, architecte de la chapelle du Lycée Ampère. Né en 1588, mort en 1641.",Rue Richard-Vitton,,Architecture/Religion/Personnalité,,,,,
Place Napoléon,Napoléon (place),PLACE,3e,,Supprimée,Dénommée en 1842 et renommée en 1855.,"A été dénommée place du Port-au-Bois.
A changé de dénomination en 1855 : est devenue la place de la Victoire.",Délibération du Conseil municipal de la Guillotière du 15 mai 1842. Rues de Lyon à travers les siècles de Maurice Vanario (2002),En référence à l'empereur.,,,Premier Empire/Personnalité,,,,,
Place Neufbourg,Neufbourg (place),PLACE,3e,,Supprimée,Attestée seulement en 1868.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Rue de Montchat,,,,,,,
Place Saint-Benoît,Saint-Benoît (place),PLACE,1er,,Supprimée,Attestée en 1821.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan géométral de la Ville, Coillet, 1821.",Les religieuses bénédictines fondèrent le couvent de Saint-Benoît en 1658.,,,Religion/Personnalité,,,,,
Place Saint-Crépin,Saint-Crépin (place),RUE,2e,,Supprimée,Attestée de 1821 à 1854.,A été supprimée lors de la création de la place de la République en 1854.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan géométral de la Ville, Coillet, 1821.",Martyr du IIIe siècle.,,,Religion/Personnalité,,,,,
Place Sainte-Anne,Sainte-Anne (place),PLACE,9e,,Supprimée,Supprimée avant 1995.,,,Mère de la Vierge Marie dans la tradition catholique ainsi que dans la tradition musulmane sous le nom de Hannah. ,,,Religion/Personnalité/Femme,,69389.0,29078.0,,6903896600H
Place Sainte-Élisabeth,Sainte-Élisabeth (place),PLACE,2e,,Supprimée,Attestée en 1821.,Voie englobée dans l'hôpital Desgenettes qui fut démoli en 1967.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan géométral de la Ville, Coillet, 1821.",Les religieuses du Tiers Ordre de Sainte-Élisabeth avaient là un couvent.,,,Religion/Personnalité/Femme,,,,,
Place Saint-Maurice,Saint-Maurice (place),PLACE,7e,3e,Supprimée,Attestée seulement en 1853.,,"Fiches préparatoires de Vanario.
Indicateur de 1853.","Le quartier de Monplaisir a été dédié à tous les saints préférés du lotisseur, le comte de Tournelles.",,,Religion/Histoire locale/Urbanisme/Personnalité,,,,,
Place Saint-Pierre-le-Vieux ,Saint-Pierre-le-Vieux (place),PLACE,5e,,Supprimée,Attestée de 1680 à 1794 et de 1810 à 1845.,"A été dénommée place Riard de 1794 à 1810.
A été supprimée vers 1845 lors de la rénovation du quartier.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Tenait son nom de l'ancienne église Saint-Pierre-le-Vieux.,,,Religion/Personnalité,,,,,
Pont Charravay,Charravay (pont),PONT,2e / 5e,,Supprimée,,A été également appelé pont des Chaînes.,Fiches préparatoires de Vanario.,Inconnue.,,,,,,,,
Pont Chazournes,Chazournes (pont),PONT,2e / 5e,,Supprimée,Attesté de 1829 à 1840.,"C'est M. Arcis de Chazournes, avocat, qui l'a fait construire, pour le remblai de Perrache. (Annuaire 1838, p.120)
Il prenait naissance près du Lazaret de la Quarantaine.
En bois, 11 arches.
Détruit en 1840 par l'inondation.","Fiches préparatoires de Vanario.
1660WP
Le Quartier de Perrache, F. Rivet, p. XXII, 1C/1141",Inconnue.,,,,,,,,
Pont d'Ainay,Ainay (pont d'),PONT,2e / 5e,,Supprimée,Dénommé en 1863.,"A été dénommé pont d'Enay en 1735.
A été reconstruit entre 1744 et 1748, en bois, aux frais de l'Hôpital général de la Charité par l'architecte De Gérando et l'entrepreneur Denis.
Abimé par les glaces durant l'hiver 1788-1789, il est emporté par les eaux en juillet 1793.
A été dénommé pont Carron.
A été dénommé pont de l'Arsenal de 1782 à 1794.
A été reconstruit entre 1811 et 1820, avec des piles en pierres et un tablier en bois, aux frais des Hospices Civils par l'ingénieur Latombe.
Il est restauré en 1835 par l'architecte Christot (Hugues-François Dubuisson de)
La ville racheta la concession le 2 mars 1865.
A été dénommé pont Saint-Clair en 1848.
A été dénommée pont Saint-Georges en 1852.
Il est démonté en 1895, parce que trop branlant.
A été reconstruit entre 1897 et 1899, le projet de ce pont métallisque a été dressé sous la direction de M. Girardon et m. Clarard.
A été dynamité le 3 septembre 1944 et n'a jamais été reconstruit.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Architectes Lyonnais de R. Charvet, p. 85 (1C/500131)
1660WP","Ancien monastère bénédictin fondé en 859. L'église Saint-Martin-d'Ainay, la plus ancienne église de Lyon, fut consacrée le 27 janvier 1107 par le Pape Pascal II.",Quai Fulchiron,Place Sainte-Claire,Religion,,,,,
Pont de l'Homme-de-la-Roche,Homme-de-la-Roche (pont de l'),PONT,5e,,Supprimée,Créé en 1909 et démoli en 1986.,"Construit en piles de pierre et tablier de fer de 1910 à 1911 par les ingénieurs Aurie et Chalumeau et inauguré le 31 mars 1912.
A été remplacé en 1986 par la passerelle de l'Homme-de-la-Roche.","Projet : Délibération du Conseil municipal du 18 octobre 1892.
Délibération du Conseil municipal du 8 mai 1893.
Délibération du Conseil municipal du 10 août 1908.
Projet définitif : Délibération du Conseil municipal du 26 avril 1909.
Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1660WP","""L'homme de la roche"" était une statue d'homme armé, placée sur le rocher de la grotte qui se trouve sur la rive droite. Elle fut remplacée en 1849 par une statue de Jean Kleberger, qui devint à son tour ""l'homme de la roche"".",Quai Pierre-Scize,Quai Saint-Vincent,Histoire militaire/Allemagne/Philanthropie,,69385.0,28225.0,,
Pont de l'Homme-de-la-Roche,Homme-de-la-Roche (pont de l'),PONT,1er,,Supprimée,Créé en 1909 et démoli en 1986.,"Construit en piles de pierre et tablier de fer de 1910 à 1911 par les ingénieurs Aurie et Chalumeau et inauguré le 31 mars 1912.
A été remplacé en 1986 par la passerelle de l'Homme-de-la-Roche.","Projet : Délibération du Conseil municipal du 18 octobre 1892.
Délibération du Conseil municipal du 8 mai 1893.
Délibération du Conseil municipal du 10 août 1908.
Projet définitif : Délibération du Conseil municipal du 26 avril 1909.
Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1660WP","""L'homme de la roche"" était une statue d'homme armé, placée sur le rocher de la grotte qui se trouve sur la rive droite. Elle fut remplacée en 1849 par une statue de Jean Kleberger, qui devint à son tour ""l'homme de la roche"".",Quai Saint-Vincent,Quai Pierre-Scize,Histoire militaire/Allemagne/Philanthropie,,69381.0,27340.0,,6903813568X
Pont des Bouchers,Bouchers (pont des),PONT,2e,,Supprimée,Attesté en 1705.,"""Il s'avançait de 20 à 25 m sur le fleuve et était destiné à permettre aux bouchers de jeter leurs détritus en plein courant""
(Le Progrès 29/08/1913)
BB/265 f°123
BB/277 f°66","BB/265, folio 123.
Fiches préparatoires de Vanario.",En référence à un commerce.,,,Commerce/Boucherie,,,,,
Pont des Chaînes,Chaînes (pont des),PONT,2e / 5e,,Supprimée,Attesté de 1747 à 1767.,"A été également appelé pont Charravay.
Servait de communication militaires entre le Fort de l'Aigle et Vaise.
Pont de bateaux.","Fiches préparatoires de Vanario.
1660WP","Au XVIe siècle, Le consulat dispose d'un moyen de contrôle de la navigation dans la ville : les chaînes sur la Saône. Deux chaînes sont tendues sur la Saône, d'une rive à l'autre. La première se trouve à l'entrée de la ville au nord, tendue du quartier Saint-Vincent à la forteresse de Pierre-Scize. La seconde est, quant à elle, située à la sortie de la ville en amont de la confluence, entre l'abbaye d'Ainay et la porte Saint-Georges.",,,Navigation/Douane,,,,,
Pont du Change,Change (pont du),PONT,5e,,Supprimée,Attesté en 1810 et démoli en 1974.,"Construit entre 1050 et 1167, commencé par l'Archevêque Humbert, à ses frais.
Un prêtre, Redin construisit une arche à ses frais et dame Allegarde paya deux arches.
A été dénommé pont de Pierre au XIe siècle.
A été dénommé pont de Saône en 1680.
A été dénommé pont de Nemours en 1844.
Démoli et ""[re]bâti de 1843 à 1845, en remplacement du vieux pont de Pierre. C'est un monument magnifique ; il offre un débouché de 132 m en 6 arches, portant sur des piles minces de 5m86 de hauteur : largeur entre les têtes 13m, la plus petite des arches a 21 m d'ouverture, les deux arches du milieu ont une hauteur de 9m50..."" (Annuaire 1852)
Payé par la Ville et le Gouvernement, 1ère pierre posé le 24 septembre 1843 par le Duc de Nemours.
Ingénieur Joseph-François-Auguste Jordan.
A été dénommé pont de la Révolution en 1848.
A été dénommé pont de la Liberté en 1849.
A été à nouveau dénommé pont de Nemours en 1852.
A été détruit en reconstruit en 1944.
Démoli en 1874.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
","Le pont reliait la place du Change, lieu de transactions commerciales, à la presqu'île.",,,Commerce/Finance,,69385.0,28227.0,,6903851427C
Pont du Change,Change (pont du),PONT,2e,,Supprimée,Attesté en 1810 et démoli en 1974.,"A été dénommé pont de Pierre au XIe siècle.
A été dénommé pont de Saône en 1680.
A été dénommé pont de Nemours en 1844.
A été dénommé pont de la Révolution en 1848.
A été dénommé pont de la Liberté en 1849.
A été à nouveau dénommé pont de Nemours en 1852.
A été détruit en reconstruit en 1945.
""Bâti de 1844 à 1846, en remplacement du vieux pont de Pierre. C'est un monument magnifique ; il offre un débouché de 132 m en 6 arches, portant sur des piles minces de 5m86 de hauteur : largeur entre les têtes 13m, la plus petite des arches a 21 m d'ouverture, les deux arches du milieu ont une hauteur de 9m50..."" (Annuaire 1852)",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Le pont reliait la place du Change, lieu de transactions commerciales, à la presqu'île.",,,Commerce/Finance,,69382.0,27527.0,,6903821427R
Pont du Change,Change (pont du),PONT,1er,,Supprimée,Attesté en 1810 et démoli en 1974.,"A été dénommé pont de Pierre au XIe siècle.
A été dénommé pont de Saône en 1680.
A été dénommé pont de Nemours en 1844.
A été dénommé pont de la Révolution en 1848.
A été dénommé pont de la Liberté en 1849.
A été à nouveau dénommé pont de Nemours en 1852.
A été détruit en reconstruit en 1945.
""Bâti de 1844 à 1846, en remplacement du vieux pont de Pierre. C'est un monument magnifique ; il offre un débouché de 132 m en 6 arches, portant sur des piles minces de 5m86 de hauteur : largeur entre les têtes 13m, la plus petite des arches a 21 m d'ouverture, les deux arches du milieu ont une hauteur de 9m50..."" (Annuaire 1852)","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Délibération du Conseil Municipal du 8 décembre 1842.
1660WP
1C/500131","Le pont reliait la place du Change, lieu de transactions commerciales, à la presqu'île.",,,Commerce/Finance,,69381.0,27343.0,,6903811427V
Pont du Palais-de-Justice,Palais-de-Justice (pont du),PONT,2e / 5e,,Supprimée,Créé de 1835 à 1842 et démoli en 1972.,"""Pont du Palais-de-Justice, suspendu ; construction légère et hardie. Longueur 163m, largeur 6m10."" (Annuaire 1852)
A été remplacé en 1984 par la passerelle du Palais-de-Justice.",Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.,En référence au palais de justice historique de Lyon.,,,Justice,,,,,
Pont Mouton,Mouton (pont),PONT,4e / 9e,,Supprimée,Créé en 1844 et démoli en 1952.,"""Pont du port Mouton, suspendu et d'une forme lourde ; assises massives ; il communique du faubourg de Vaise au quai de Serin."" (Annuaire 1852)
A été remplacé par le pont Georges-Clémenceau.",Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.,"Du nom du port Mouton. Il y avait un logis du Mouton près duquel débarquaient les bateaux de Chalon et où furent accueillis Henri II, Charles IX et Louis XIII.",,,Port/Monarchie,,,,,
Pont Neuf,Neuf (pont),PONT,2e / 5e,,Supprimée,Attesté en 1797 et supprimé en 1834.,A été dénommé pont Volant.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Construit en 1797, le pont précédent fut emporté en partie par la fonte des glaces le 18 janvier 1789, puis totalement pendant l'hiver 1795. ",,,,,,,,
Pont Vaïsse,Vaïsse (pont),PONT,1er / 6e,,Supprimée,Dénommé en 1931 et démoli entre 1951 et 1958.,"A été également dénommé pont Égyptien.
A été dénommé pont Louis-Philippe en 1848.
A été dénommé pont Saint-Clair de 1855 à 1931.
Il a été démoli entre 1951 et 1958 pour être remplacé par le pont de Lattre-de-Tassigny.","Délibération du Conseil Municipal du 21 décembre 1931.
Fiches préparatoires de Vanario.","Ancien préfet du Rhône, né le 8 août 1799 à Marseille et décédé à Lyon (1er) le 29 août 1964.
Il a fait effectuer dans le ville de Lyon, pendant son administration de 1853 à 1864, de nombreux et importants travaux de voirie, qui lui valuent une grande renommée.",,,Administration/Urbanisme/Personnalité,,,,,
Port au Bois,Bois (port au),PORT,3e,La Guillotière,Supprimée,Attesté en 1839.,,"Fiches préparatoires de Vanario.
Plan de la Guillotière, Dignosyo, 1839.",Là étaient déchargés les bois de charpente arrivant par le Rhône.,,,Bois/Charpenterie/Port,,,,,
Port aux Pierres,Pierres (port aux),PORT,7e,La Guillotière,Supprimée,,Au sud du pont de la Guillotière.,Fiches préparatoires de Vanario.,Inconnue.,,,Transport fluvial/port,,,,,
Port Chalamont,Chalamont (port),PORT,2e,,Supprimée,Attesté de 1508 à 1745.,Se trouvait vis-à-vis de la rue Chalamont et à l'entrée du quai Villeroy.,"Fiches préparatoires de Vanario.
1508-1509-1517 Actes consulaires portant permission aux propriétaires des maisons du port Chalamont de bâtir et avancer sur le dit port. (Manuscrit Vermorel t,4 p, 695)
DD/56 bis p. 111.
Almanach 1745.",Riche citoyen de la ville qui vivait au XIIIe siècle.,Rue Chalamont,Quai Villeroy,Histoire locale/Personnalité,,,,,
Port d'Ainay,Ainay (port d'),PORT,2e,,Supprimée,,Était situé près du pont d'Ainay.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Ancien monastère bénédictin fondé en 859. L'église Saint-Martin-d'Ainay, la plus ancienne église de Lyon, fut consacrée le 27 janvier 1107 par le Pape Pascal II.",Quai Tilsitt,,Religion,,,,,
Port Dauphin,Dauphin (port),PORT,5e,,Supprimée,Attesté de 1661 à 1821.,A été supprimé lors de la création du quai de Bondy.,"Fiches préparatoires de Vanario.
1661-1662 : acquistition de maison pour faire le port Dauphin (Manuscrit Vermorel t.4 p.617.)",Henri Comte de Chambord était alors Dauphin de France.,,,Monarchie/Noblesse/Personnalité,,,,,
Port de la Baleine,Baleine (port de la),PORT,5e,,Supprimée,Attesté de 1549 à 1745.,"31 août 1549 : ordonnance consulaire pour le port de la Baleine, devis de l'œuvre de maçonnerie et pierre de taille nécessaires pour la construction du port de la Baleine. (Manuscrit Vermorel t.4 p. 592)
13 août 1641 : Réparation du port de la Baleine (Manuscrit Vermorel t.4 p. 607)
Vis-àvis la place de la Baleine à la tête du quai de ce nom, au bas de l'ancien Hôtel du Gouverneur, sur la Saône (Almanach 1745).","Fiches préparatoires de Vanario
DD/56 bis p. 55.",Inconnue.,,,Zoologie,,,,,
Port de la Douane,Douane (port de la),PORT,5e,,Supprimée,Attesté en 1821.,A été dénommé port Saint-Éloi.,"Fiches préparatoires de Vanario.
Plan géométral de la Ville, Coillet, 1821.","Aux XVIIe et XVIIIe siècles, siège de la Douane de Lyon.",,,Douane,,,,,
Port de la Gare,Gare (port de la),PORT,2e,,Supprimée,Attesté en 1821.,,"Fiches préparatoires de Vanario.
Plan géométral de la Ville par Coillet 1821.",Nouvelle gare d'eau construite dans le quartier neuf de Perrache après 1827.,,,Port/Transport fluvial,,,,,
Port de la Quarantaine,Quarantaine (port de la),PORT,5e,,Supprimée,Attesté de 1860 à 1868.,,"Fiches préparatoires de Vanario.
Annuaires de 1860 et 1868.","Bâtiments où, pendant quarante jours, devaient loger les personnes, ou être entreposées les marchandises, venant de pays suspects de maladie contagieuse.",Quai Fulchiron,,Médecine/Prophylaxie,,,,,
Port de la Roche,Roche (port de la),PORT,5e,,Supprimée,Attesté de 1680 à 1716.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 16.
Almanach de 1716.","Renfoncement du quai Pierre Scize qui n'a pu être construit à cause de roches granitiques. ""L'homme de la roche"" était une statue d'homme armé, placée sur le rocher de la grotte qui se trouve sur la rive droite. Elle fut remplacée en 1849 par une statue de Jean Kleberger, qui devint à son tour ""l'homme de la roche"".",,,Histoire locale/Géologie,,,,,
Port de la Sablé,Sablé (port de la),PORT,1er,,Supprimée,Attesté de 1716 à 1745.,Se trouvait sur le quai Saint-Vincent.,"Fiches préparatoires de Vanario.
Almanachs de 1716 et 1745.",Inconnue.,,,,,,,,
Port de La-Feuillée,La-Feuillée (port de),PORT,1er,,Supprimée,Attesté de 1680 à 1868.,,"Fiches préparatoires de Vanario.
DD/56 bis p. 211.",Les feuillées désignent des toilettes rudimentaires recouvertes de feuilles.,,,Hygiène/Mobilier urbain,,,,,
Port de l'Arsenal,Arsenal (port de),PORT,2e,,Supprimée,Attesté de 1688 à 1868.,,"Fiches préparatoires de Vanario.
Manuscrit Vermorel, t. 4, p. 722.
Annuaire 1868.","Doit son nom à l'Arsenal élevé sous François 1er et détruit par un incendie pendant le siège, en 1793.",Quai d'Occident,,Histoire militaire,,,,,
Port de l'Hôpital,Hôpital (port de l'),PORT,2e,,Supprimée,Attesté de 1740 à 1821.,,"Fiches préparatoires de Vanario.
Plan géométral de la Ville par Séraucourt de 1740 (1S/10)",En référence à l'hôpital de l'Hôtel-Dieu.,,,Santé/Hospices civils de Lyon,,,,,
Port de Pierre-Scize,Pierre-Scize (port de),PORT,5e,,Supprimée,Attesté en 1821.,,"Fiches préparatoires de Vanario.
Plan géométral de la Ville par Coillet 1821.","""Petra scissa"" : pierre coupée. Le nom vient de l'aspect du rocher à pic, qui a donné lieu à bien des légendes.",,,Histoire locale/Topographie,,,,,
Port de Roanne,Roanne (port de),PORT,5e,,Supprimée,Attesté de 1538 à 1745.,25 novembre 1538 : Lettres patentes autorisant la Consulat à faire un port devant le Palais de Roanne.,"Fiches préparatoires de Vanario.
Manuscrit Vermorel t. 4 p. 590.
Almanach de 1745.","En référence au palais de Roanne, premier palais de justice de Lyon, qui occupait la moitié septentrionale du palais de justice actuel. Son nom lui venait de la famille de Roanne, dont plusieurs membres, chanoines de Lyon, avaient occupé les lieux au XIIIe siècle.",,,Justice/Ancien Régime,,,,,
Port de Saint-Benoît,Saint-Benoît (port de),PORT,1er,,Supprimée,Attesté en 1740.,,"Fiches préparatoires de Vanario.
Plan géométral de la Ville par Séraucourt de 1740 (1S/10)",Les religieuses bénédictines fondèrent le couvent de Saint-Benoît en 1658.,,,Religion/Personnalité,,,,,
Port de Serin,Serin (port de),PORT,1er,,Supprimée,Attesté en 1838.,,"Fiches préparatoires de Vanario.
Annuaire de 1838, p. 149.",Nom du quartier.,,,Histoire locale,,,,,
Port des Célestins,Célestins (port des),PORT,2e,,Supprimée,Attesté en 1821.,,"Fiches préparatoires de Vanario.
Plan géométral de la Ville par Coillet 1821.",Le monastère des Célestins fut fondé en 1407 et a subsisté jusqu'en 1778.,,,Religion,,,,,
Port des Chaînes,Chaînes (port des),PORT,2e,,Supprimée,Attesté en 1838.,"A été dénommé port Saint-Michel au XVIe siècle.
Était situé vers le square Janmot.","Fiches préparatoires de Vanario.
Annuaire de 1868 p. 119.","Au XVIe siècle, Le consulat dispose d'un moyen de contrôle de la navigation dans la ville : les chaînes sur la Saône. Deux chaînes sont tendues sur la Saône, d'une rive à l'autre. La première se trouve à l'entrée de la ville au nord, tendue du quartier Saint-Vincent à la forteresse de Pierre-Scize. La seconde est, quant à elle, située à la sortie de la ville en amont de la confluence, entre l'abbaye d'Ainay et la porte Saint-Georges.",Quai Tilsitt,,Navigation/Douane,,,,,
Port des Deux-Amants,Deux-Amants (port des),PORT,9e,Vaise,Supprimée,Attesté en 1550.,,"Fiches préparatoires de Vanario.
Plan de 1550.","Le monument romain dit ""tombeau des deux Amants"", détruit en 1707, était appelé ainsi en raison des noms ""Amandus"" et ""Amanda"" qui y étaient gravés. Il se trouvait en bord de Saône, entre Vaise et le début du quai Pierre Scize.
Le bourg de ce nom fut annexé à Lyon en 1586. (BB/117 folio 237)",,,Histoire locale,,,,,
Port des Estrées,Estrées (port des),PORT,5e,,Supprimée,Attesté de 1680 à 1745.,,"Fiches préparatoires de Vanario.
1680 : Alignement - Le port des Estrées est dans l'étendue de la Justice des Srs Comtes. (DD/56 bis p.60)
""Au bout du pont de bois de la place Louis-le-Grand, du côté de la voûte de l'Archevêché."" Almanach de 1745.",Inconnue.,,,,,,,,
Port des Jardins,Jardins (port des),PORT,5e,,Supprimée,Attesté en 1831.,,"Fiches préparatoires de Vanario.
""1831 - 19 septembre, le voyer constate que les dégradations occasionnées par les eaux au port des Jardins à la Quarantaine font courir des risques au voisinage.""
Manuscrit Vermorel T4 p. 647.",Inconnue.,,,Botanique/Espaces verts,,,,,
Port du Collège,Collège (port du),PORT,1er,,Supprimée,,A été dénommé port des Jésuites.,Fiches préparatoires de Vanario.,"Collège de la Trinité, fondé en 1527, construit à partir de 1607.",,,Enseignement,,,,,
Port du Roi,Roi (port du),PORT,2e,,Supprimée,Attesté de 1574 à 1745.,"A été dénommé port Rontalon.
Henri III s'y embarqua pour traverser la rivière en 1574.","Fiches préparatoires de Vanario.
Almanach de 1745.",En honneur d'Henri III.,,,Monarchie,,,,,
