Voie par ordre alpha des voies,Voie par ordre alpha des noms,Type de voie,Arrt de Lyon (actuel),Arrondissement ou commune d'origine,Validité,Création et modifications,Historique de la voie,Sources,Origine du nom de la voie,Tenant,Aboutissant,Thématiques,Domanialité,Code INSEE,Code FUV,Code FUV actu,Code FANTOIR
Rue Marius-Donjon,Marius-Donjon (rue),RUE,9e,,Actuelle,Dénommée en 1989.,A été dénommée 21e rue de la Duchère et 23 rue de la Duchère jusqu'en 1989.,"Délibération du Conseil municipal du 23 janvier 1989. 
Rues de Lyon à travers les siècles de Maurice Vanario (2002)","Adjoint au maire, né le 17 mai 1903 à Montceau-les-Mines, mort à Lyon (2e) le 29 novembre 1978.",Avenue de la Sauvegarde,,Politique/Personnalité,Métropole,69389.0,32106.0,,6903894590Y
Rue Marius-Gonin,Marius-Gonin (rue),RUE,5e,,Actuelle,Dénommée en 1938.,"A été dénommée rue des Juifs de 1379 à 1680.
A été dénommée rue Dorée de 1680 à 1938",Délibération du Conseil municipal du 13 juin 1938. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Journaliste, fondateur de La Chronique sociale et des Semaines sociales de France, qu'il a administrées jusqu'à sa mort. Né à Lyon (6e) le 21 octobre 1873, décédé à Lyon (5e) le 21 août 1937.",Avenue du Doyenné,Rue Ferrachat,Journalisme/Religion/Personnalité,Métropole,69385.0,28321.0,,6903854585K
Rue Martin,Martin (rue),RUE,3e,,Actuelle,Attestée en 1883.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Chirurgien major de la Charité, né le 6 mai 1772 à Saint-Rambert-en-Bugey, mort à Lyon le 10 juillet 1846.",Rue Viala,Cours Eugénie,Sciences et techniques/Médecine/Chirurgie/Hospices civils de Lyon/Personnalité,Métropole,69383.0,27909.0,,6903834605R
Rue Maryse-Bastié,Maryse-Bastié (rue),RUE,8e,,Actuelle,Dénommée en 1956.,A été dénommée chemin de Grange-Rouge jusqu'en 1956.,Délibération du Conseil municipal du 18 juin 1956. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Aviatrice, née à Limoges le 27 février 1898, commandeur de la légion d'honneur. Elle a battu dix records de pilotage dont la traversée de l'Atlantique sud et un record de durée de 37 heures en vol. Décédée accidentellement à Bron le 6 juillet 1952, passagère d'un avion, lors d'une démonstration théoriquement sans danger.",Avenue des Frères-Lumière,Avenue Paul-Santy,Aviation/Femme/Personnalité,Métropole,69388.0,28881.0,,6903884635B
Rue Masaryk,Masaryk (rue),RUE,9e,5e,Actuelle,Dénommée en 1931.,A été dénommée rue du Pont-de-la-Gare jusqu'en 1931.,Délibération du Conseil municipal du 1 er juin 1931. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Thomas Masaryk, président fondateur de la République Tchécoslovaque, né en 1850, mort en 1937.",Quai Hippolyte-Jaÿr,Place de Paris,Politique/Tchécoslovaquie/Personnalité,Métropole,69389.0,29198.0,,6903894643F
Rue Mascrany,Mascrany (rue),RUE,4e,,Actuelle,Dénommée en 1854.,"A été dénommée rue Camille-Jordan jusqu'en 1850.
A été dénommée sans suite rue Jean-Bart en 1849.
A été dénommée rue Spartacus de 1850 à 1852.
A été dénommée rue Camille-Jordan de 1852 à 1854.",Délibération du Conseil municipal du 4 août 1854. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Famille originaire des Grisons, installée à Lyon aux XVIe et XVIIe siècles.",Rue du Professeur Maurice-Vallas,Rue Joséphin-Soulary,Histoire locale/Suisse,Métropole,69384.0,28111.0,,6903844645E
Rue Masséna,Masséna (rue),RUE,6e,La Guillotière,Actuelle,Dénommée en 1842.,"A absorbé la rue Jacquard en 1855.
Le fragment appelé rue Masséna prolongée a changé de dénomination en 1863 : est devenu la rue d'Essling.",Délibération du Conseil municipal de la Guillotière du 15 mai 1842. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"André Masséna, né à Nice en 1758, mort à Paris en 1817, maréchal de France, duc de Rivoli, prince d'Essling.",Boulevard des Belges,Cours Lafayette,Histoire militaire/Premier Empire/Personnalité,Métropole,69386.0,28454.0,,6903864650B
Rue Masséna,Masséna (rue),RUE,3e,La Guillotière,Actuelle,Dénommée en 1842.,"A absorbé la rue Jacquard en 1855.
Le fragment appelé rue Masséna prolongée a changé de dénomination en 1863 : est devenu la rue d'Essling.",Délibération du Conseil municipal de la Guillotière du 15 mai 1842. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"André Masséna, né à Nice en 1758, mort à Paris en 1817, maréchal de France, duc de Rivoli, prince d'Essling.",Cours Lafayette,Boulevard Eugène-Deruelle,Histoire militaire/Premier Empire/Personnalité,Métropole,69383.0,27910.0,,6903834650P
Rue Masson,Masson (rue),RUE,1er,,Actuelle,Attestée en 1680 et fragmentée en 1858.,Un fragment a changé de dénomination en 1868 : est devenu la rue du Bon-Pasteur.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom du propriétaire des terrains.,Rue du Bon-Pasteur,Montée des Carmélites,Urbanisme/Histoire locale/Personnalité,Métropole,69381.0,27429.0,,6903814655D
Rue Mathieu-Varille,Mathieu-Varille (rue),RUE,7e,,Actuelle,Dénommée en 1971.,,Délibération du Conseil municipal du 1er février 1971. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Industriel, écrivain, né à Lyon (6e) le 31 mars 1885, mort à Lyon (1er) le 31 mars 1963.",Rue Marcel-Mérieux,Boulevard Yves-Farges,Littérature/Érudition/Numismatique/Industrie/Personnalité,Métropole,69387.0,28668.0,,6903874659G
Rue Maurice-Béjart,Maurice-Béjart (rue),RUE,9e,,Actuelle,Dénommée en 2008.,Fragment du boulevard de la Duchère.,Délibération du Conseil municipal du 20 Octobre 2008.,Danseur et chorégraphe franco-suisse. Né Maurice-Jean Berger à Marseille le 1er janvier 1927 et mort à Lausanne (Suisse) le 22 novembre 2007.,Avenue de Champagne,Avenue Rosa-Parks,Danse/Personnalité,Métropole,69389.0,35645.0,,6903894676S
Rue Maurice-Bellemain,Maurice-Bellemain (rue),RUE,5e,,Actuelle,Créée en 1971.,Nouvelle voie.,Délibération du Conseil municipal du 14 juin 1971. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Animateur de nombreuses œuvres sociales, fondateur de la société lyonnaise d'HLM. Né à Lyon (1er) le 22 décembre 1880, mort à Villette-de-Vienne le 3 septembre 1961.",Avenue Barthélémy-Buyer,,Habitat social/Personnalité,Métropole,69385.0,28322.0,,6903854672E
Rue Maurice-Bouchor,Maurice-Bouchor (rue),RUE,7e,,Actuelle,Dénommée en 1933.,A été un fragment de la rue des Cures jusqu'en 1933.,Délibération du Conseil municipal du 10 avril 1933. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Poète, né et mort à Paris en 1855 et 1929.",Rue Marcel-Mérieux,Rue Simone-de-Beauvoir,Littérature/Poésie/Personnalité,Métropole,69387.0,28669.0,,6903874675Z
Rue Maurice-Carraz,Maurice-Carraz (rue),RUE,7e,,Actuelle,Créée en 1996.,Nouvelle voie.,Délibération du Conseil municipal du 8 juillet 1996. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Chercheur, directeur général de l'institut Pasteur, né en 1921, mort en 1989.",Avenue Tony-Garnier,Rue Jonas-Salk,Médecine/Personnalité,Métropole,69387.0,33716.0,,6903874680E
Rue Maurice-Flandin,Maurice-Flandin (rue),RUE,3e,,Actuelle,Dénommée en 1946.,"A été dénommée chemin de la Corne-de-Cerf.
A été dénommée rue de la Corne-de-Cerf.",Délibération du Conseil municipal du 15 avril 1946. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Né le 1er février 1900 à Tenay, mécanicien, commandant de maquis en Haute-Savoie, mort torturé par la Milice en février 1944.",Cours Lafayette,Rue Kimmerling,1939-1945/Résistance/Personnalité,Métropole,69383.0,27911.0,,6903834680X
Rue Maurice-Jacob,Maurice-Jacob (rue),RUE,5e,,Actuelle,Dénommée en 2004.,Nouvelle voie.,Délibération du Conseil municipal du 1er mars 2004.,"Scientifique et humaniste, né le 16 septembre 1909 à Izieux, Saint Chamond, mort le 23 mars 2003.",Rue des Aqueducs,Rue Joliot-Curie,Sciences et techniques/Humanisme/Personnalité,Métropole,69385.0,34752.0,,6903854687W
Rue Mazagran,Mazagran (rue),RUE,7e,,Actuelle,Attestée en 1868.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Le siège de Mazagran a lieu du 3 au 6 février 1840 à Mazagran, village de la région de Mostaganem, en Algérie.",Rue Montesquieu,Rue Salomon-Reinach,Colonisation/Algérie,Métropole,69387.0,28670.0,,6903874690R
Rue Mazard,Mazard (rue),RUE,2e,,Actuelle,Attestée en 1838.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Étienne Mazard, négociant, fondateur de bourses pour les filles de la Charité. Né à Lyon (Saint-Nizier), le 11 avril 1660, mort à Lyon (Ainay) le 25 mai 1736.",Rue de la Charité,Quai Gailleton,Commerce/Bienfaisance/Hospices civils de Lyon/Personnalité,Métropole,69382.0,27622.0,,6903824695T
Rue Mazenod,Mazenod (rue),RUE,3e,La Guillotière,Actuelle,Attestée en 1839.,Un fragment a changé de dénomination en 1974 : est devenu la rue Docteur-Bouchut.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Catherine Mazenod, dame de Servient, légua à l'Hôtel-Dieu, le domaine de la Part-Dieu. Née à Lyon (Sainte-Croix) le 28 octobre 1649, morte à Lyon (Ainay) le 23 février 1733.",Quai Victor-Augagneur,Rue Garibaldi,Bienfaisance/Hospices civils de Lyon/Femme/Personnalité,Métropole,69383.0,27912.0,,6903834705Z
Rue Mercière,Mercière (rue),RUE,2e,,Actuelle,Attestée dès le XIIIe siècle.,"A été également appelée rue Marchire.
On a longtemps distingué la Petite rue Mercière et la Grande rue Mercière (au sud et au nord de la rue Dubois).",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"La rue Mercière ou Machire (c'est à dire Marchande) fut, dès le Moyen-Âge la rue la plus commerçante de Lyon.",Rue des Bouquetiers,Rue de Brest,Commerce,Métropole,69382.0,27624.0,,6903824730F
Rue Mère-Elisabeth-Rivet,Mère-Élisabeth-Rivet (rue),RUE,5e,,Actuelle,Créée en 1979.,Nouvelle voie.,Délibération du Conseil municipal du 29 octobre 1979. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Élisabeth Rivet (en religion Mère Marie Élisabeth de l'Eucharistie). Supérieure du couvent de la Compassion, résistante. Née le 19 janvier 1890 à Drariah (Algérie), morte en déportation à Ravensbrück le 26 mars 1945.",Rue de Tourvielle,Rue Pierre-Valdo,Religion/1939-1945/Résistance/Femme/Personnalité,Métropole,69385.0,28323.0,,6903854732V
Rue Meynis,Meynis (rue),RUE,3e,,Actuelle,Attestée en 1885.,Chemin vicinal ordinaire n° 171.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom du propriétaire des terrains.,Rue Paul-Bert,Avenue Félix-Faure,Urbanisme/Histoire locale/Personnalité,Métropole,69383.0,27914.0,,6903834755D
Rue Michel-Felizat,Michel-Felizat (rue),RUE,7e,,Actuelle,Dénommée en 2006.,Nouvelle voie.,Délibération du Conseil municipal du 18 septembre 2006.,"Constructeur de bateaux à Gerland, dans le quartier de la Mouche. Son modèle le plus célèbre fait toujours le délice des touristes parisiens sous le nom de bateau-mouche. Né en 1856, il est mort en 1903. Son usine est toujours en place quai Rambaud, elle sert d'entrepôt d'autobus.",Rue André-Bollier,,Construction navale/Personnalité,Mixte,69387.0,35262.0,,6903874753J
Rue Michel-Rambaud,Michel-Rambaud (rue),RUE,6e,,Actuelle,Dénommée en 1911.,A été dénommée passage des Émeraudes de 1883 à 1911.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Délibération du Conseil Municipal d'octobre 1911.",Bienfaiteur des hospices.,Boulevard Stalingrad,Avenue Thiers,Bienfaisance/Hospices civils de Lyon/Personnalité,Métropole,69386.0,28456.0,,6903864765B
Rue Michel-Rosset,Michel-Rosset (rue),RUE,9e,,Actuelle,Créée en 2018.,Nouvelle voie.,Délibération du Conseil municipal du 29 janvier 2018.,"Conseiller d'arrondissement à la mairie du 9e, né en 1943, il est mort en 2015.",Rue joannès-Carret,Rue Félix-Mangini,Politique/Personnalité,En attente,69389.0,37016.0,,6903894720P
Rue Miriam-Makeba,Miriam-Makeba (rue),RUE,8e,,Actuelle,Dénommée en 2018.,"Fragment de la rue de Montagny.
A absorbé un fragment de la rue Pierre-Delore en 2022.",Délibérations du Conseil municipal du 17 décembre 2018 et du 31 mars 2022.,"Chanteuse et militante politique, née le 4 mars 1932 à Johannesbourg (Afrique du Sud), morte le 9 novembre 2008 à Castel Volturno (Italie). ",Route de Vienne,,Musique/Politique/Femme/Afrique du Sud/Personnalité,Mixte,69388.0,37124.0,,6903884829M
Rue Moissonnier,Moissonnier (rue),RUE,3e,,Actuelle,Attestée en 1859.,Chemin vicinal ordinaire n° 181.,315W et Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom du propriétaire des terrains.,Rue Paul-Bert,Avenue Lacassagne,Urbanisme/Histoire locale/Personnalité,Métropole,69383.0,27916.0,,6903834805H
Rue Molière,Molière (rue),RUE,6e,,Actuelle,Dénommée en 1878.,"A été dénommée rue Monsieur de 1826 à 1848.
A été dénommée rue Bertholet de 1848 à 1850.
A été dénommée à nouveau rue Monsieur de 1850 à 1878.
Un fragment a changé de dénomination en 1930 : est devenu la rue de Sévigné.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Jean-Baptiste Poquelin, dit Molière, illustre auteur dramatique et comédien. Né et mort à Paris en 1622 et 1673.",Place du Maréchal-Lyautey,Cours Lafayette,Théâtre/Littérature/Personnalité,Métropole,69386.0,28457.0,,6903864810A
Rue Molière,Molière (rue),RUE,3e,,Actuelle,Dénommée en 1878.,"A été dénommée rue Monsieur de 1826 à 1848.
A été dénommée rue Berthelot de 1848 à 1850.
A été dénommée à nouveau rue Monsieur de 1850 à 1878.
Un fragment a changé de dénomination en 1930 : est devenu la rue de Sévigné.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Jean-Baptiste Poquelin, dit Molière, illustre auteur dramatique et comédien. Né et mort à Paris en 1622 et 1673.",Cours Lafayette,Rue de Bonnel,Théâtre/Littérature/Personnalité,Métropole,69383.0,27917.0,,6903834810N
Rue Moncey,Moncey (rue),RUE,3e,La Guillotière,Actuelle,Dénommée en 1854 et fragmentée en 1912.,"A été dénommée nouveau chemin des Charpennes jusqu'en 1842.
A été dénommée rue des Charpennes de 1842 à 1854.
A absorbé en 1855 la rue des Émeraudes et le chemin de la Part-Dieu.
Un fragment a changé de dénomination en 1912 : est devenu la rue Juliette-Récamier.
A absorbé la rue Ballanche.
Un fragment a changé de dénomination en 1998 : est devenue la place Pierre-Simon-Ballanche.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Bon-Adrien Jeannot de Moncey, duc de Canogliano, maréchal de France. Né à Palise, près de Besançon en 1754, mort à Paris en 1842.",Rue Paul-Bert,Cours Lafayette,Histoire militaire/Révolution française/Noblesse/Personnalité,Mixte,69383.0,27918.0,,6903834820Z
Rue Monseigneur-Lavarenne,Monseigneur-Lavarenne (rue),RUE,5e,,Actuelle,Dénommée en 1950.,"A été dénommée rue Taverny.
A été dénommée rue des Prêtres de 1740 à 1788.
A été dénommée rue de la Pierre-Percée de 1788 à 1793.
A été dénommée rue de Riard de 1793 à 1800.
A de nouveau été dénommée rue des Prêtres de 1800 à 1950.",Délibération du Conseil municipal du 24 juillet 1950. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Joseph Lavarenne, président du Conseil lyonnais de l'œuvre de la propagation de la foi. Vice-président des Amis de Lyon et de Guignol. Né le 25 septembre 1855 à Lyon (5e), mort le 14 novembre 1949 à Lyon (7e).",Avenue Adolphe-Max,Rue Ferrachat,Religion/Littérature/Personnalité,Métropole,69385.0,28324.0,,6903854835G
Rue Montaigne,Montaigne (rue),RUE,3e,,Actuelle,Attestée en 1908.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Michel Eyquem, seigneur de Montaigne, célèbre moraliste, né en 1533, mort en 1592.",Avenue Lacassagne,Avenue Esquirol,Littérature/Philosophie/Renaissance/Humanisme/Personnalité,Métropole,69383.0,27919.0,,6903834855M
Rue Montcharmont,Montcharmont (rue),RUE,2e,,Actuelle,Dénommée en 1946.,A été dénommée rue Saint-Louis jusqu'en 1946.,Délibération du Conseil municipal du 2 mars 1946. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Charles Montcharmont, directeur du théâtre des Célestins de 1906 à 1941. Né en 1870, mort en 1941.",Rue Jean-Fabre,Rue d'Ambroise,Théâtre/Personnalité,Métropole,69382.0,27626.0,,6903824874M
Rue Montebello,Montebello (rue),RUE,3e,La Guillotière,Actuelle,Dénommée en 1842.,"A été dénommée rue Basse-du-Port-aux-Bois de 1839 à 1842.
A été dénommée rue du Grand-Port de 1845 à 1853.",Délibération du Conseil municipal le 15 mai 1842. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Jean Lannes, duc de Montebello, maréchal de France, né à Lecoutre le 11 avril 1769, tué à la bataille d'Essling le 21 mai 1809.",Place Antonin-Jutard,Cours de la Liberté,Histoire militaire/Premier Empire/Personnalité,Métropole,69383.0,27920.0,,6903834875J
Rue Montesquieu,Montesquieu (rue),RUE,7e,La Guillotière,Actuelle,Attestée en 1839.,"A absorbé la rue de la Renaissance, la rue Félissent et la rue Croupisson en 1855.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Charles de Secondat, baron de Montesquieu, écrivain, né en 1689, mort en 1755.",Quai Claude-Bernard,Rue de la Madeleine,Littérature/Philosophie/Personnalité,Métropole,69387.0,28671.0,,6903874880X
Rue Montgolfier,Montgolfier (rue),RUE,6e,3e,Actuelle,Dénommée en 1854 et fragmentée en 1924 et 1939.,"A été dénommée avenue de Pichegru de 1839 à 1848.
A été dénommée rue Colbert de 1848 à 1852.
A été dénommée rue Pichegru de 1852 à 1854.
Un fragment a changé de dénomination en 1924 : est devenu l'avenue Verguin.
Un fragment a changé de dénomination en 1939 : est devenue la rue Docteur-Mouisset.",Délibération du Conseil municipal le 4 aôut 1854. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Industriels, nés à Vidalon-les-Annonay, Joseph (1740-1810), Étienne (1745-1799). Inventeurs des premiers aérostats, dits ""Montgolfières"", deux des premières ascensions eurent lieu aux Brotteaux en 1784.",Place Puvis-de-Chavagne,Boulevard des Belges,Sciences et tehcniques/Aéronautique/Personnalité,Métropole,69386.0,28458.0,,6903864895T
Rue Montvert,Montvert (rue),RUE,8e,,Actuelle,Attestée en 1902.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Du nom d'un domaine et d'un petit château disparu.,Avenue Rockfeller,,Urbanisme/Histoire locale,Métropole,69388.0,28817.0,,6903884910A
Rue Morellet,Morellet (rue),RUE,6e,,Actuelle,Dénommée en 1911.,A été une rue sans dénomination.,Délibération du Conseil municipal du 22 mai 1911. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"André Morellet, écrivain, né à Lyon (Saint-Nizier) le 7 mars 1727, mort à Paris le 12 janvier 1819.",Boulevard des Belges,Rue du Lieutenant-Colonel-Prévost,Littérature/Personnalité,Métropole,69386.0,28459.0,,6903864920V
Rue Mortier,Mortier (rue),RUE,3e,La Guillotière,Actuelle,Dénommée en 1842.,,Délibération du Conseil municipal de la Guillotière du 15 mai 1842. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Denis Mortier, chirurgien-major de l'Hôtel-Dieu, professeur d'anatomie et de pathologie. Né à la Guillotière le 7 juin 1794, mort à Lyon le 15 septembre 1824.",Rue Aimé-Collomb,Cours Gambetta,Médecine/Chirurgie/Hospices civils de Lyon/Personnalité,Métropole,69383.0,27921.0,,6903834925N
Rue Mottet-de-Gérando,Mottet-de-Gérando (rue),RUE,1er,,Actuelle,Créée en 1829.,Nouvelle voie.,Délibération du Conseil municipal du 18 juin 1829. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Dominique Mottet, dit Mottet de Gérando, né à Valence en 1771, mort à Lyon le 14 mars 1828, conseiller municipal, député du Rhône.",Place Bellevue,Montée Saint-Sébastien,Personnalité,Métropole,69381.0,27430.0,,6903814935H
Rue Mouillard,Mouillard (rue),RUE,9e,,Actuelle,Dénommée en 1912.,"A été dénommée chemin de la Maladière.
A été dénommée rue de la Maladière jusqu'en 1912.",Délibération du Conseil municipal du 26 février 1912. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Pierre-Louis Mouillard, pionnier de l'aviation, inventeur. Né à Lyon le 30 septembre 1834, mort au Caire (Égypte) le 20 septembre 1897.",Rue de Saint-Cyr,Avenue du 25e-RTS,Aviation/Personnalité,Métropole,69389.0,29199.0,,6903894950P
Rue Mouloudji,Mouloudji (rue),RUE,9e,,Actuelle,Dénommée en 2006.,Nouvelle voie.,Délibération du Conseil municipal du 18 septembre 2006.,"Marcel Mouloudji, né le 16 septembre 1922 dans le 4e arrondissement de Paris et mort le 14 juin 1994 à Neuilly-sur-Seine est un chanteur, auteur-compositeur-interprète, peintre et acteur.",Rue Victor-Schoelcher,Rue Victor-Muhlstein,Musique/Personnalité,Privé,69389.0,35275.0,,6903894965F
Rue Mourguet,Mourguet (rue),RUE,5e,,Actuelle,Dénommée en 1931.,"A été dénommée rue Pisse-Truie.
A été dénommée rue Saint-Pierre-le-Vieux jusqu'en 1931.",Délibération du Conseil municipal du 23 février 1931. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Laurent Mourguet, créateur du théâtre de Guignol. Né à Lyon (Saint-Nizier) le 3 mars 1769, mort à Vienne (Isère) le 30 décembre 1844.",Avenue du Doyenné,Rue Tramassac,Marionnette/Humour/Personnalité,Métropole,69385.0,28325.0,,6903854965Y
Rue Mouton,Mouton (rue),RUE,5e,,Actuelle,Attestée en 1680.,A été dénommée rue de Constantin.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et fiches préparatoires de Vanario.,Inconnue.,Quai Fulchiron,Rue Saint-Georges,,Métropole,69385.0,28326.0,,6903854968B
Rue Mulet,Mulet (rue),RUE,1er,,Actuelle,,A été dénommée rue de Montribloud.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Le nom viendrait d'une auberge ayant choisi un Mulet pour enseigne.,Rue du Président-Édouard-Herriot,Rue de la Bourse,Histoire locale,Métropole,69381.0,27431.0,,6903814975B
Rue Munatius-Plancus,Munatius-Plancus (rue),RUE,5e,,Actuelle,Dénommée en 1945.,,Délibération du Conseil municipal du 19 février 1945. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Gouverneur de la Gaule, fondateur de Lugdunum en 43 avant J.C.",Rue Roger-Radisson,,Antiquité/Personnalité,En attente,69385.0,28327.0,,6903854972F
Rue Nérard,Nérard (rue),RUE,9e,Vaise,Actuelle,Attestée en 1842.,Fragment de la rue de l'Oiselière.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom d'un des propriétaires du terrain.,Rue Marietton ,rue de Bourgogne,Urbanisme/Histoire locale/Personnalité,Métropole,69389.0,29200.0,,6903895000U
Rue Neuve,Neuve (rue),RUE,2e,,Actuelle,Attestée au XIVe siècle.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Rue du Président-Édouard-Herriot,Rue de la Bourse,,Métropole,69382.0,27627.0,,6903825005E
Rue Neuve,Neuve (rue),RUE,1er,,Actuelle,Attestée au XIVe siècle.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Inconnue.,Rue du Président-Édouard-Herriot,Rue de la Bourse,,Métropole,69381.0,27432.0,,6903815005J
Rue Neuve-de-Monplaisir,Neuve-de-Monplaisir (rue),RUE,8e,3e,Actuelle,Ouverte en 1894.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"C'est d'abord l'actuelle rue des Frères Lumière qui a pris le nom de rue de Monplaisir. On a ensuite ouvert une rue plus petite et la rue des Frères Lumière est devenue Grande Rue et l'actuelle rue de Monplaisir s'est alors appelée Petite rue de Monplaisir. Il y avait aussi une rue Neuve ainsi qu'un chemin Neuf. Aussi, il ne restait plus d'autre possibilité au moment de l'ouverture que de choisir rue Neuve de Monplaisir.",Avenue des Frères-Lumière,Rue des Alouettes,,Métropole,69388.0,28885.0,,6903885010J
Rue Ney,Ney (rue),RUE,6e,La Guillotière,Actuelle,Dénommée en 1842.,Un fragment a changé de dénomination en 1863 : est devenu la rue de la Moskova.,Délibération du Conseil municipal de la Guillotière du 15 mai 1842. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Michel Ney, maréchal de France, ""le brave des brave"", né à Sarrelouis en 1769, fusillé à Paris en 1815.",Rue Sully,Cours Lafayette,Histoire militaire/Premier Empire/Personnalité,Métropole,69386.0,28460.0,,6903865020D
Rue Ney,Ney (rue),RUE,3e,La Guillotière,Actuelle,Dénommée en 1842.,Un fragment a changé de dénomination en 1863 : est devenu la rue de la Moskova.,Délibération du Conseil municipal de la Guillotière du 15 mai 1842. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Michel Ney, maréchal de France, ""le brave des brave"", né à Sarrelouis en 1769, fusillé à Paris en 1815.",Cours Lafayette,Boulevard Eugène-Deruelle,Histoire militaire/Premier Empire/Personnalité,Métropole,69383.0,27922.0,,6903835020S
Rue Neyret,Neyret (rue),RUE,1er,,Actuelle,Créée en 1619.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom du propriétaire du terrain qui a fait ouvrir la rue en 1619.,Montée des Carmélites,Rue Imbert-Colomès,Urbanisme/Histoire locale/Personnalité,Métropole,69381.0,27433.0,,6903815035S
Rue Nicolaï,Nicolaï (rue),RUE,7e,,Actuelle,Attestée en 1922.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Nicolas de Nicolay ou Nicolaï, a établi la description de l’antique et célèbre cité de Lyon et du pays Lyonnais en tant que géographe du roi Henri II. Né à La Grave-en-Oisans en 1517, mort à Paris en 1583.",Cours Gambetta,Grande rue de la Guillotière,Personnalité,Métropole,69387.0,28672.0,,6903875055M
Rue Nicolas-Sicard,Nicolas-Sicard (rue),RUE,5e,,Actuelle,Dénommée en 1935.,A été dénommée chemin de Terre-Neuve jusqu'en 1935.,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Artiste peintre, professeur à l'école des Beaux-Arts en 1893, il la dirigea de 1894 à 1918. Né à Lyon le 9 janvier 1846, il y est mort en janvier 1920.",Rue Joliot-Curie,Avenue de Ménival,Beaux-arts/Peinture/Personnalité,Métropole,69385.0,28328.0,,6903855050R
Rue Niepce,Niepce (rue),RUE,4e,,Actuelle,Dénommée en 1911.,,Délibération du Conseil municipal du 30 octobre 1911. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Joseph, dit Nicéphore, Niépce, né le 7 mars 1765 à Chalon-sur-Saône et mort le 5 juillet 1833 à Saint-Loup-de-Varennes. Ingénieur français, inventeur de la photographie. Il est aussi l'auteur de la plus ancienne prise de vue et du pyréolophore, le premier moteur à combustion interne du monde. ",Rue Chazière,Quai Josph-Gillet,Sciences et techniques/Photographie/Personnalité,Métropole,69384.0,28112.0,,6903845060F
Rue Nivière-Chol,Nivière-Chol (rue),RUE,2e,,Actuelle,Dénommée en 1837.,A été dénommée sans suite rue de Chabrol en 1830.,Délibération du Conseil municipal du 18 mai 1837. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Antoine Nivière-Chol, maire de Lyon de 1792 à 1793. Né en 1742, mort à Virieu-le-Grand le 3 mai 1817.",Rue Vuillerme,Quai Perrache,Politique/Maire de Lyon/Personnalité,Métropole,69382.0,27628.0,,6903825065V
